witness_id,claim_id,witness_first_name,witness_middle_name,witness_last_name,witness_full_name,witness_mobile,witness_email,witness_gender,witness_dob,witness_gov_id,member_id
WIT-10435,CLM-00916,Chanchal,,Nagi,Chanchal Nagi,99590857313,chanchal66@yahoo.com,F,1953-11-19,VOTER-B600573,
WIT-10436,CLM-00916,Bimala,,Kala,Bimala Kala,99221999969,bimala29@rediffmail.com,F,1960-11-20,VOTER-A933660,
WIT-10437,CLM-01031,Harshil,,Bhardwaj,Harshil Bhardwaj,99488185137,harshil89@gmail.com,M,2007-01-19,VOTER-D704254,
WIT-10438,CLM-01031,Ekalinga,,Chatterjee,Ekalinga Chatterjee,99964830141,ekalinga89@rediffmail.com,M,1977-01-01,VOTER-B532398,
WIT-10439,CLM-02876,Nilima,,Dada,Nilima Dada,99854622260,nilima14@outlook.co.in,F,1964-04-06,UID-539215284953,
WIT-10440,CLM-02876,Amol,,Walla,Amol Walla,98676688691,amol70@gmail.com,M,1955-03-19,VOTER-A164114,
WIT-10441,CLM-02876,Janani,,Dayal,Janani Dayal,99612890998,janani71@yahoo.com,F,2006-04-16,VOTER-B698742,
WIT-10442,CLM-02868,Rayaan,,Chaudry,Rayaan Chaudry,97685637548,rayaan29@outlook.co.in,M,1963-10-08,UID-933875536116,
WIT-10443,CLM-02868,Daksh,,Chandran,Daksh Chandran,99523330144,daksh22@live.com,M,1990-03-19,AADHAR-7504-6034-7274,
WIT-10444,CLM-01402,Rayaan,,Rai,Rayaan Rai,97728976481,rayaan27@gmail.com,M,1956-02-25,AADHAR-4065-5771-5596,
WIT-10445,CLM-01402,Dev,,Bath,Dev Bath,97624125228,dev73@gmail.com,M,1960-02-29,AADHAR-1717-3273-7435,
WIT-10446,CLM-02686,Dalaja,,Ramesh,Dalaja Ramesh,97909505957,dalaja93@gmail.com,F,1960-12-02,VOTER-A970769,
WIT-10447,CLM-01677,Sarthak,,Dara,Sarthak Dara,98733347666,sarthak20@rediffmail.com,M,1964-02-19,UID-535273877476,
WIT-10448,CLM-01677,Sudiksha,,Lall,Sudiksha Lall,97122243584,sudiksha94@rediffmail.com,F,2001-12-25,UID-696527906604,
WIT-10449,CLM-01677,Rajeshri,,Vora,Rajeshri Vora,98525707734,rajeshri67@outlook.co.in,F,1959-01-10,UID-542303573769,
WIT-10450,CLM-01397,Ridhi,,Bedi,Ridhi Bedi,97023878616,ridhi62@hotmail.com,F,1988-12-26,VOTER-C981573,
WIT-10451,CLM-00092,Zayan,,Chacko,Zayan Chacko,99930085792,zayan45@rediffmail.com,M,1962-03-18,AADHAR-6102-3957-8953,
WIT-10452,CLM-00092,Avi,,Sandal,Avi Sandal,97976921801,avi49@rediffmail.com,M,1998-09-15,UID-209723791208,
WIT-10453,CLM-01518,Dhruv,,Baral,Dhruv Baral,98044499507,dhruv20@yahoo.com,M,1966-02-05,VOTER-C269232,
WIT-10454,CLM-02394,Zashil,,Choudhary,Zashil Choudhary,99313945949,zashil75@yahoo.com,M,1960-03-21,VOTER-A659597,
WIT-10455,CLM-02394,Madhav,,Dixit,Madhav Dixit,97357208730,madhav88@gmail.com,M,1971-05-24,VOTER-E500763,
WIT-10456,CLM-00932,Jhalak,,Mittal,Jhalak Mittal,97779964648,jhalak43@rediffmail.com,F,1951-03-14,UID-993245713265,
WIT-10457,CLM-00529,Ekalinga,,Naidu,Ekalinga Naidu,99975983584,ekalinga79@gmail.com,M,1959-03-17,VOTER-C321049,
WIT-10458,CLM-00285,Mugdha,,Rattan,Mugdha Rattan,97270997931,mugdha43@outlook.co.in,F,1951-10-27,UID-171188773840,
WIT-10459,CLM-00285,Chakradhar,,Kant,Chakradhar Kant,99081334520,chakradhar44@yahoo.com,M,1963-01-08,UID-428549012829,
WIT-10460,CLM-00285,Vedant,,Rama,Vedant Rama,97769781887,vedant86@outlook.co.in,M,1959-01-28,VOTER-B404428,
WIT-10461,CLM-00164,Shivansh,,Sridhar,Shivansh Sridhar,98245324897,shivansh31@hotmail.com,M,1952-02-09,VOTER-D471673,
WIT-10462,CLM-00164,Peter,,Naidu,Peter Naidu,97134111151,peter93@hotmail.com,M,1977-08-21,AADHAR-3364-9821-7798,
WIT-10463,CLM-00164,Vritti,,Walia,Vritti Walia,97810787103,vritti10@gmail.com,F,1963-01-24,VOTER-D637575,
WIT-10464,CLM-02438,Yug,,Kaur,Yug Kaur,98949022842,yug85@outlook.co.in,M,1957-04-18,UID-472400491771,
WIT-10465,CLM-00059,Ayaan,,Dada,Ayaan Dada,99376502558,ayaan53@outlook.co.in,M,1952-03-06,AADHAR-5793-8850-1521,
WIT-10466,CLM-02478,Omisha,,Naidu,Omisha Naidu,98367063892,omisha27@yahoo.com,F,1965-09-08,VOTER-B914841,MEM-11394
WIT-10467,CLM-02478,Hemal,,Acharya,Hemal Acharya,98028757541,hemal92@gmail.com,F,1989-02-15,VOTER-B593918,
WIT-10468,CLM-00446,Yashodhara,,Khalsa,Yashodhara Khalsa,99682860106,yashodhara40@live.com,F,2007-01-30,UID-986401227718,MEM-10202
WIT-10469,CLM-01410,Madhav,,Bhagat,Madhav Bhagat,98371502419,madhav53@rediffmail.com,M,1950-10-31,AADHAR-8287-4757-4211,
WIT-10470,CLM-01410,Isaiah,,Doshi,Isaiah Doshi,98501331835,isaiah99@outlook.co.in,M,1988-01-14,UID-559448973082,
WIT-10471,CLM-01494,Ishita,,Sama,Ishita Sama,99779304149,ishita70@outlook.co.in,F,1975-07-25,UID-724165883379,
WIT-10472,CLM-02243,Yashoda,,Trivedi,Yashoda Trivedi,97122868078,yashoda90@live.com,F,2004-02-22,UID-550214013123,
WIT-10473,CLM-02243,Nisha,,Gala,Nisha Gala,99393296180,nisha24@outlook.co.in,F,2006-05-13,VOTER-C529820,
WIT-10474,CLM-02015,Omkaar,,Chadha,Omkaar Chadha,99727821616,omkaar95@hotmail.com,M,1982-05-20,UID-684022738549,
WIT-10475,CLM-02015,Indali,,Wagle,Indali Wagle,98460111339,indali26@gmail.com,F,1997-07-15,VOTER-D276641,
WIT-10476,CLM-02015,Tanveer,,Baria,Tanveer Baria,99192153696,tanveer75@gmail.com,M,1984-01-20,UID-439736137014,
WIT-10477,CLM-02570,Bakhshi,,Sunder,Bakhshi Sunder,97339529789,bakhshi89@hotmail.com,M,1954-05-26,AADHAR-3157-1176-9537,
WIT-10478,CLM-01361,Sudiksha,,Sastry,Sudiksha Sastry,99513778064,sudiksha28@yahoo.com,F,1996-05-02,UID-160528771906,
WIT-10479,CLM-01361,Ijaya,,Guha,Ijaya Guha,99676296556,ijaya60@live.com,F,1961-06-09,VOTER-E838537,
WIT-10480,CLM-01361,Upasna,,Chakraborty,Upasna Chakraborty,98342074953,upasna52@outlook.co.in,F,2005-05-03,VOTER-E244824,
WIT-10481,CLM-01202,Arin,,Korpal,Arin Korpal,98983999966,arin30@live.com,M,1973-09-12,AADHAR-8935-2967-8636,
WIT-10482,CLM-01202,Noah,,Sahota,Noah Sahota,99765789063,noah98@rediffmail.com,M,1974-11-13,UID-578845729479,
WIT-10483,CLM-02457,Madhav,,Srivastava,Madhav Srivastava,98660236887,madhav46@rediffmail.com,M,1955-03-20,VOTER-B763918,
WIT-10484,CLM-02457,Baljiwan,,Badami,Baljiwan Badami,97133089833,baljiwan70@outlook.co.in,M,1985-12-12,UID-544294429372,
WIT-10485,CLM-02457,Balhaar,,Divan,Balhaar Divan,98966138670,balhaar13@yahoo.com,M,1975-04-10,AADHAR-7304-3641-9248,
WIT-10486,CLM-01243,Nitara,,Taneja,Nitara Taneja,99833994617,nitara24@hotmail.com,F,1983-07-14,AADHAR-6391-8402-3542,
WIT-10487,CLM-01515,Wriddhish,,Mann,Wriddhish Mann,97196890294,wriddhish64@yahoo.com,M,1969-09-22,AADHAR-2648-9248-6651,
WIT-10488,CLM-01515,Qarin,,Sunder,Qarin Sunder,98827941530,qarin42@gmail.com,M,1959-02-21,UID-974059141857,
WIT-10489,CLM-01515,Harish,,Rai,Harish Rai,98836293871,harish76@rediffmail.com,M,1990-04-29,UID-658774080775,
WIT-10490,CLM-01902,Chakradhar,,Dixit,Chakradhar Dixit,99339799289,chakradhar79@rediffmail.com,M,1963-12-06,VOTER-A758338,
WIT-10491,CLM-00394,Vaishnavi,,Yogi,Vaishnavi Yogi,98470471328,vaishnavi40@outlook.co.in,F,1957-05-22,AADHAR-6803-6611-7401,
WIT-10492,CLM-00394,Jeevika,,Prabhu,Jeevika Prabhu,97192626876,jeevika40@hotmail.com,F,1967-08-29,AADHAR-9560-3225-7797,
WIT-10493,CLM-01157,Hredhaan,,Sabharwal,Hredhaan Sabharwal,97221423710,hredhaan39@rediffmail.com,M,1984-12-01,UID-155802657232,MEM-13085
WIT-10494,CLM-01157,Harshil,,Tailor,Harshil Tailor,97367023380,harshil25@rediffmail.com,M,1992-09-21,AADHAR-4618-2362-4079,
WIT-10495,CLM-01903,Osha,,Bhattacharyya,Osha Bhattacharyya,98346074194,osha53@gmail.com,F,1987-02-24,VOTER-C607439,
WIT-10496,CLM-00767,Nirja,,Baria,Nirja Baria,97113667150,nirja63@rediffmail.com,F,2006-03-21,AADHAR-2043-2143-2853,
WIT-10497,CLM-00840,Saumya,,Lal,Saumya Lal,97130079072,saumya65@yahoo.com,F,1981-03-24,UID-856916597029,MEM-11951
WIT-10498,CLM-00840,Owen,,Balay,Owen Balay,97917445569,owen66@gmail.com,M,1968-03-24,VOTER-D781829,
WIT-10499,CLM-00840,Girindra,,Bhardwaj,Girindra Bhardwaj,99854031501,girindra91@live.com,M,1963-05-06,VOTER-E991339,
WIT-10500,CLM-02070,Priya,,Pillai,Priya Pillai,98553709825,priya38@yahoo.com,F,2000-04-17,UID-376780497836,
WIT-10501,CLM-02070,Abdul,,Soni,Abdul Soni,99861177171,abdul32@rediffmail.com,M,1967-04-24,AADHAR-5804-7030-8503,
WIT-10502,CLM-02410,Nihal,,Soman,Nihal Soman,97888402876,nihal82@gmail.com,M,1982-03-13,AADHAR-4189-8227-2559,
WIT-10503,CLM-02410,Kevin,,Garg,Kevin Garg,99760012076,kevin56@gmail.com,M,1953-11-17,VOTER-A101004,
WIT-10504,CLM-02204,Yamini,,Wali,Yamini Wali,97396831898,yamini55@yahoo.com,F,1975-02-22,AADHAR-1528-3496-8254,
WIT-10505,CLM-02204,Ishaan,,Sheth,Ishaan Sheth,97201005646,ishaan83@hotmail.com,M,2007-10-15,UID-694498608782,
WIT-10506,CLM-01521,Advik,,Gola,Advik Gola,98545711103,advik38@yahoo.com,M,1961-04-29,VOTER-C983585,
WIT-10507,CLM-00475,Zansi,,Keer,Zansi Keer,98486683039,zansi72@outlook.co.in,F,1994-07-22,AADHAR-3862-7094-9318,
WIT-10508,CLM-00475,Inaya,,Shan,Inaya Shan,99406767323,inaya60@hotmail.com,F,2004-09-01,UID-346637303212,
WIT-10509,CLM-02428,Arjun,,Vyas,Arjun Vyas,97558448560,arjun56@hotmail.com,M,1968-09-03,AADHAR-3991-7565-6040,
WIT-10510,CLM-02428,Xalak,,Varkey,Xalak Varkey,97168056520,xalak69@yahoo.com,F,1989-03-03,VOTER-A449039,
WIT-10511,CLM-00006,Umang,,Mallick,Umang Mallick,98343631758,umang78@live.com,M,1971-09-22,UID-130530851033,
WIT-10512,CLM-00186,Naksh,,Chatterjee,Naksh Chatterjee,99706619455,naksh18@live.com,M,2002-08-14,AADHAR-7650-9252-7348,
WIT-10513,CLM-01901,Varsha,,Bali,Varsha Bali,98245019709,varsha92@hotmail.com,F,1988-11-17,AADHAR-9920-5247-3275,
WIT-10514,CLM-00890,Faqid,,Choudhary,Faqid Choudhary,98121358387,faqid98@rediffmail.com,M,1985-05-08,VOTER-E632079,
WIT-10515,CLM-00890,Harsh,,Palan,Harsh Palan,99378468785,harsh79@yahoo.com,M,1971-10-19,AADHAR-5937-8540-3321,
WIT-10516,CLM-01116,Yauvani,,Kale,Yauvani Kale,98948459543,yauvani52@gmail.com,F,1973-11-15,VOTER-E645323,
WIT-10517,CLM-01116,Dayita,,Badami,Dayita Badami,99317712686,dayita45@live.com,F,1973-03-02,UID-268363940758,
WIT-10518,CLM-00760,Geetika,,Ramanathan,Geetika Ramanathan,99600431762,geetika65@outlook.co.in,F,1955-11-23,UID-805718395266,
WIT-10519,CLM-00760,Wakeeta,,Verma,Wakeeta Verma,97539783118,wakeeta24@outlook.co.in,F,1959-10-04,AADHAR-3630-7916-7726,
WIT-10520,CLM-00760,Kevin,,Dubey,Kevin Dubey,97171447596,kevin93@yahoo.com,M,1964-06-05,VOTER-C325490,
WIT-10521,CLM-02274,Shravya,,Sandhu,Shravya Sandhu,97402114064,shravya68@yahoo.com,F,1993-08-23,VOTER-E373427,
WIT-10522,CLM-02274,Ekansh,,Jayaraman,Ekansh Jayaraman,97541430367,ekansh46@hotmail.com,M,1999-05-16,AADHAR-8279-5389-8009,
WIT-10523,CLM-02274,Yamini,,Sami,Yamini Sami,99649378234,yamini83@hotmail.com,F,2000-09-13,VOTER-B253120,
WIT-10524,CLM-02730,Rudra,,Buch,Rudra Buch,98896083329,rudra90@hotmail.com,M,1956-12-21,UID-891026693490,
WIT-10525,CLM-02730,Zarna,,Rajan,Zarna Rajan,99029604565,zarna89@outlook.co.in,F,1997-11-07,AADHAR-7354-4435-5187,
WIT-10526,CLM-02730,Krish,,Pillai,Krish Pillai,98388146139,krish99@yahoo.com,M,1973-10-10,UID-376884328222,
WIT-10527,CLM-02988,Yashvi,,Kaul,Yashvi Kaul,99534530807,yashvi86@outlook.co.in,F,1971-09-29,UID-171110115817,
WIT-10528,CLM-02988,Anika,,Chandra,Anika Chandra,97016717245,anika85@yahoo.com,F,2003-01-08,AADHAR-6875-8549-5715,
WIT-10529,CLM-02988,Kabir,,Batta,Kabir Batta,99980039173,kabir94@rediffmail.com,M,1996-03-18,AADHAR-1974-4110-7955,
WIT-10530,CLM-03000,Qabil,,Bhattacharyya,Qabil Bhattacharyya,98747014188,qabil81@hotmail.com,M,2005-11-10,AADHAR-2743-1352-5383,
WIT-10531,CLM-03000,Geetika,,Yogi,Geetika Yogi,97895820910,geetika84@gmail.com,F,1964-07-01,UID-491311297546,
WIT-10532,CLM-00012,Jagdish,,Kara,Jagdish Kara,97389310617,jagdish24@gmail.com,M,1991-06-20,VOTER-A121273,MEM-11819
WIT-10533,CLM-00012,Kalpit,,Nagar,Kalpit Nagar,98619374702,kalpit22@outlook.co.in,M,1952-05-11,AADHAR-3414-5057-6548,
WIT-10534,CLM-00012,Dhruv,,Taneja,Dhruv Taneja,98810671481,dhruv93@gmail.com,M,1956-08-03,AADHAR-7617-3778-2582,
WIT-10535,CLM-01647,Girindra,,Dada,Girindra Dada,99451491447,girindra31@rediffmail.com,M,1962-11-20,UID-426379825506,
WIT-10536,CLM-01647,Vansha,,Buch,Vansha Buch,99647523302,vansha40@gmail.com,F,1983-05-30,AADHAR-3460-7043-5916,
WIT-10537,CLM-01647,Jeremiah,,Bhargava,Jeremiah Bhargava,98729182474,jeremiah69@hotmail.com,M,2000-05-14,AADHAR-1483-9258-3841,
WIT-10538,CLM-01144,Pushti,,Kaur,Pushti Kaur,97322665117,pushti46@live.com,F,1975-06-23,UID-232506209166,
WIT-10539,CLM-00644,Bhavna,,Dora,Bhavna Dora,99949310137,bhavna39@hotmail.com,F,1961-01-10,AADHAR-5157-4378-6901,
WIT-10540,CLM-00644,Falak,,Sunder,Falak Sunder,99972054198,falak41@live.com,F,1980-01-30,VOTER-B849581,
WIT-10541,CLM-00644,Elijah,,Kohli,Elijah Kohli,97969657628,elijah13@gmail.com,M,1976-03-29,AADHAR-2551-8182-4443,
WIT-10542,CLM-02811,Neelima,,Aggarwal,Neelima Aggarwal,99418989423,neelima51@hotmail.com,F,2004-05-25,UID-850572944341,MEM-11076
WIT-10543,CLM-02811,Ranbir,,Sankaran,Ranbir Sankaran,99452753112,ranbir53@live.com,M,1984-08-19,UID-869099661685,
WIT-10544,CLM-02811,Neel,,Kakar,Neel Kakar,99642744595,neel36@live.com,M,1966-11-07,AADHAR-8453-6100-2560,
WIT-10545,CLM-01986,Jagrati,,Deep,Jagrati Deep,97662169973,jagrati43@gmail.com,F,1962-10-25,UID-668345611709,
WIT-10546,CLM-01986,Diya,,Lal,Diya Lal,97237616038,diya46@live.com,F,1958-03-03,AADHAR-9125-9510-4054,
WIT-10547,CLM-01986,Viraj,,Naik,Viraj Naik,97233352982,viraj68@live.com,M,1979-05-23,UID-132824711160,
WIT-10548,CLM-01745,Harish,,Pathak,Harish Pathak,99362141556,harish98@live.com,M,1968-06-05,AADHAR-3548-4756-3662,
WIT-10549,CLM-01745,Niharika,,Deshmukh,Niharika Deshmukh,97982684909,niharika38@outlook.co.in,F,1989-04-15,AADHAR-1911-9025-1471,
WIT-10550,CLM-02016,Yug,,Chhabra,Yug Chhabra,97213389678,yug12@rediffmail.com,M,1961-08-26,UID-587269496507,MEM-10035
WIT-10551,CLM-01716,Ekantika,,Raman,Ekantika Raman,98405310649,ekantika67@live.com,F,1975-04-19,UID-163395271946,
WIT-10552,CLM-01086,Theodore,,Roy,Theodore Roy,99300643930,theodore82@hotmail.com,M,1979-03-03,AADHAR-1663-7228-1230,
WIT-10553,CLM-00061,Rushil,,Goda,Rushil Goda,99001343671,rushil31@gmail.com,M,1975-09-04,UID-664649201971,
WIT-10554,CLM-00061,Siddharth,,Yohannan,Siddharth Yohannan,99697000599,siddharth25@outlook.co.in,M,1964-09-26,VOTER-E414384,
WIT-10555,CLM-00358,Rayaan,,Seshadri,Rayaan Seshadri,97035833270,rayaan62@outlook.co.in,M,1987-06-08,AADHAR-8868-6389-4765,
WIT-10556,CLM-01684,Logan,,Varghese,Logan Varghese,99564501976,logan92@gmail.com,M,1982-03-02,VOTER-E687029,
WIT-10557,CLM-02159,Bhavini,,Kunda,Bhavini Kunda,99521661688,bhavini71@yahoo.com,F,1968-06-11,VOTER-B637841,
WIT-10558,CLM-02159,Eesha,,Puri,Eesha Puri,98819277990,eesha97@outlook.co.in,F,1983-06-22,UID-689848143526,
WIT-10559,CLM-02106,Eta,,Khosla,Eta Khosla,97238530373,eta80@yahoo.com,F,1988-06-20,UID-280307352607,
WIT-10560,CLM-02974,Yutika,,Chaudhry,Yutika Chaudhry,97615437601,yutika60@hotmail.com,F,1957-10-17,UID-114739843937,
WIT-10561,CLM-02974,Ayaan,,Memon,Ayaan Memon,98470213293,ayaan35@gmail.com,M,1987-07-17,AADHAR-3600-3301-6195,
WIT-10562,CLM-01328,Madhavi,,Wali,Madhavi Wali,97333095154,madhavi24@live.com,F,1995-08-26,AADHAR-8479-3332-3791,
WIT-10563,CLM-01072,Eiravati,,Goswami,Eiravati Goswami,99395572610,eiravati24@hotmail.com,F,1973-12-07,AADHAR-1553-2313-7865,
WIT-10564,CLM-02133,Warinder,,Thaker,Warinder Thaker,97488633171,warinder91@live.com,M,1950-03-10,UID-250549784044,
WIT-10565,CLM-02133,Christopher,,Chaudry,Christopher Chaudry,98196047208,christopher12@gmail.com,M,1976-05-01,VOTER-A436218,
WIT-10566,CLM-02133,Yashasvi,,Rastogi,Yashasvi Rastogi,98791276090,yashasvi70@outlook.co.in,F,1980-11-14,VOTER-B154051,
WIT-10567,CLM-02872,Oliver,,Prakash,Oliver Prakash,99547931813,oliver74@hotmail.com,M,1960-05-26,AADHAR-6320-3523-6607,
WIT-10568,CLM-02872,Widisha,,Krishnamurthy,Widisha Krishnamurthy,99359797350,widisha65@live.com,F,1982-01-07,UID-966899101601,MEM-12467
WIT-10569,CLM-02872,Eshana,,Shah,Eshana Shah,97763856106,eshana73@gmail.com,F,1977-03-31,AADHAR-6315-4417-6367,
WIT-10570,CLM-02752,Ayaan,,Karpe,Ayaan Karpe,99481834723,ayaan12@live.com,M,1985-05-04,VOTER-E589648,
WIT-10571,CLM-02752,Ojas,,Bali,Ojas Bali,97995460096,ojas46@live.com,M,1965-03-28,UID-130984777583,
WIT-10572,CLM-02752,Jeremiah,,Mani,Jeremiah Mani,99508836263,jeremiah48@yahoo.com,M,2003-05-17,UID-700713298964,
WIT-10573,CLM-02003,Rayaan,,Verma,Rayaan Verma,98152880064,rayaan19@hotmail.com,M,1982-12-12,UID-301931062191,MEM-12911
WIT-10574,CLM-00981,Azad,,Dasgupta,Azad Dasgupta,97715362611,azad88@yahoo.com,M,1992-07-25,VOTER-E737823,
WIT-10575,CLM-00981,Jatin,,Sridhar,Jatin Sridhar,99432775721,jatin48@hotmail.com,M,1962-04-10,AADHAR-3988-2305-6841,
WIT-10576,CLM-00981,Nathan,,Kaur,Nathan Kaur,97903450396,nathan96@outlook.co.in,M,1988-07-30,AADHAR-9283-7019-6117,
WIT-10577,CLM-00373,Aachal,,Babu,Aachal Babu,98772075902,aachal24@live.com,F,1963-11-28,AADHAR-8453-9492-5462,
WIT-10578,CLM-00373,Gautam,,Buch,Gautam Buch,99230258163,gautam65@hotmail.com,M,1951-05-06,UID-266221425861,
WIT-10579,CLM-01951,Upma,,Ahluwalia,Upma Ahluwalia,97453319427,upma26@outlook.co.in,F,1978-01-19,VOTER-C671832,
WIT-10580,CLM-01347,Omkaar,,Bal,Omkaar Bal,99786275302,omkaar22@outlook.co.in,M,1950-03-04,AADHAR-4850-2496-4300,
WIT-10581,CLM-01347,Krishna,,Gala,Krishna Gala,98067344383,krishna50@rediffmail.com,F,1967-08-06,VOTER-C657132,
WIT-10582,CLM-01347,Sachi,,Issac,Sachi Issac,99965179121,sachi72@live.com,F,1974-10-12,AADHAR-7291-4181-9398,
WIT-10583,CLM-02207,Manya,,Chhabra,Manya Chhabra,97444164604,manya50@hotmail.com,F,2000-12-15,VOTER-A714179,
WIT-10584,CLM-00476,Ladli,,Padmanabhan,Ladli Padmanabhan,98522848761,ladli44@outlook.co.in,F,1975-07-22,AADHAR-1940-8597-3904,
WIT-10585,CLM-00476,Avni,,Reddy,Avni Reddy,97711008393,avni26@yahoo.com,F,1966-04-23,VOTER-A308579,
WIT-10586,CLM-00043,George,,Manda,George Manda,98245576843,george83@rediffmail.com,M,1968-02-04,UID-886161743077,
WIT-10587,CLM-02911,Libni,,Hans,Libni Hans,99373266660,libni75@yahoo.com,F,2004-11-18,AADHAR-2170-1393-7590,
WIT-10588,CLM-02911,Zayyan,,Keer,Zayyan Keer,99486660698,zayyan72@live.com,M,1968-09-14,UID-680220223568,MEM-11353
WIT-10589,CLM-02911,Sanaya,,Sibal,Sanaya Sibal,98409139784,sanaya85@live.com,F,1966-07-20,UID-451191139316,
WIT-10590,CLM-01688,Ojas,,Handa,Ojas Handa,99601086671,ojas99@rediffmail.com,M,1961-07-12,UID-402457466909,MEM-10176
WIT-10591,CLM-01688,Forum,,Barman,Forum Barman,99805945531,forum26@outlook.co.in,F,1999-08-26,AADHAR-7823-5562-7541,MEM-11575
WIT-10592,CLM-01688,Ranbir,,Merchant,Ranbir Merchant,98336475829,ranbir77@live.com,M,1955-09-14,VOTER-E539895,
WIT-10593,CLM-01604,Omisha,,Naidu,Omisha Naidu,98367063892,omisha27@yahoo.com,F,1965-09-08,VOTER-B914841,MEM-11394
WIT-10594,CLM-01604,William,,Purohit,William Purohit,97168046005,william48@gmail.com,M,1970-04-10,VOTER-E166204,
WIT-10595,CLM-00847,Zarna,,Uppal,Zarna Uppal,98139067311,zarna22@rediffmail.com,F,1955-06-25,UID-313874258688,
WIT-10596,CLM-02063,Maanav,,Swamy,Maanav Swamy,97807721243,maanav14@hotmail.com,M,1976-01-21,AADHAR-7827-8279-5476,
WIT-10597,CLM-02063,Pallavi,,Tripathi,Pallavi Tripathi,99261419805,pallavi72@hotmail.com,F,1970-10-27,AADHAR-1595-2605-8903,MEM-11257
WIT-10598,CLM-02063,Zashil,,Kurian,Zashil Kurian,99688828446,zashil39@gmail.com,M,1962-08-31,AADHAR-1654-6492-3096,MEM-13049
WIT-10599,CLM-02275,Zilmil,,Singhal,Zilmil Singhal,99026235719,zilmil91@hotmail.com,F,1979-03-28,AADHAR-6165-3063-3149,MEM-11395
WIT-10600,CLM-00508,Neha,,Sem,Neha Sem,99184319657,neha32@outlook.co.in,F,1956-07-19,VOTER-A807400,
WIT-10601,CLM-00508,Dominic,,Mani,Dominic Mani,99485883668,dominic78@live.com,M,1988-10-29,AADHAR-5886-1888-3067,MEM-12992
WIT-10602,CLM-00508,Rachit,,Swamy,Rachit Swamy,99691227573,rachit59@outlook.co.in,M,1961-08-26,UID-107712509892,
WIT-10603,CLM-00136,Damyanti,,Pal,Damyanti Pal,99780058944,damyanti24@hotmail.com,F,1988-10-20,AADHAR-1965-2302-9851,MEM-11211
WIT-10604,CLM-00136,Arjun,,Gupta,Arjun Gupta,98570292833,arjun13@outlook.co.in,M,1967-07-06,UID-105578495557,
WIT-10605,CLM-00136,Sanya,,Pai,Sanya Pai,99055402677,sanya29@hotmail.com,F,2000-02-07,UID-490063062384,
WIT-10606,CLM-00480,Hema,,Shah,Hema Shah,99363569743,hema79@live.com,F,2007-05-31,VOTER-D675485,
WIT-10607,CLM-00751,Aditya,,Zachariah,Aditya Zachariah,98884330829,aditya87@gmail.com,M,1999-01-20,AADHAR-4999-3616-5089,
WIT-10608,CLM-01881,Rudra,,Wali,Rudra Wali,98906577515,rudra85@outlook.co.in,M,2003-06-13,UID-669216501223,
WIT-10609,CLM-01046,Champak,,Nadig,Champak Nadig,97384555092,champak27@gmail.com,M,1979-04-29,VOTER-B742571,
WIT-10610,CLM-01046,Udant,,Salvi,Udant Salvi,99558568325,udant21@yahoo.com,M,1999-04-10,VOTER-B341410,
WIT-10611,CLM-01046,Eiravati,,Chaudhuri,Eiravati Chaudhuri,97537902199,eiravati68@live.com,F,1997-12-24,VOTER-A730750,
WIT-10612,CLM-02002,Lohit,,Kaur,Lohit Kaur,98166498296,lohit75@rediffmail.com,M,1989-04-10,VOTER-D445600,
WIT-10613,CLM-01612,Anusha,,Varghese,Anusha Varghese,97062792180,anusha36@yahoo.com,F,1956-01-12,VOTER-E511158,
WIT-10614,CLM-01612,Nachiket,,Dhar,Nachiket Dhar,98591077587,nachiket55@yahoo.com,M,1957-02-12,AADHAR-5417-3590-8320,
WIT-10615,CLM-00793,Chanchal,,Solanki,Chanchal Solanki,98791905911,chanchal50@gmail.com,F,1977-01-27,UID-974545273053,
WIT-10616,CLM-00793,Mohini,,Borra,Mohini Borra,98511415530,mohini23@gmail.com,F,1964-08-08,VOTER-B854215,MEM-10594
WIT-10617,CLM-00374,Vasatika,,Sehgal,Vasatika Sehgal,99365723426,vasatika72@yahoo.com,F,1998-02-17,AADHAR-5957-9568-9446,
WIT-10618,CLM-00374,Samaksh,,Iyengar,Samaksh Iyengar,99557646554,samaksh32@live.com,M,2003-06-04,AADHAR-9679-7610-3639,MEM-12136
WIT-10619,CLM-00374,Udyati,,Sinha,Udyati Sinha,97237759543,udyati60@hotmail.com,F,1989-10-20,VOTER-A364975,
WIT-10620,CLM-01790,Faris,,Sur,Faris Sur,97701669456,faris99@hotmail.com,M,1967-04-20,UID-446420567159,
WIT-10621,CLM-01790,Zaitra,,Naidu,Zaitra Naidu,98459117094,zaitra18@yahoo.com,F,1953-12-11,AADHAR-3013-9215-2778,
WIT-10622,CLM-01790,Vrinda,,Mistry,Vrinda Mistry,99006729317,vrinda20@yahoo.com,F,1983-03-04,VOTER-A284412,
WIT-10623,CLM-02145,Ayushman,,Chowdhury,Ayushman Chowdhury,99971505196,ayushman76@rediffmail.com,M,1978-10-03,UID-993386394200,
WIT-10624,CLM-02145,Gavin,,Sabharwal,Gavin Sabharwal,98856409911,gavin69@hotmail.com,M,1956-07-02,VOTER-D175194,
WIT-10625,CLM-02145,Ethan,,Puri,Ethan Puri,98418908252,ethan39@outlook.co.in,M,1993-10-06,VOTER-A473270,
