member_id,mem_type,mem_first_name,mem_middle_name,mem_last_name,mem_full_name,mem_dob,mem_dod,mem_gender,mem_marital_status,mem_nationality,mem_gov_id,mem_citizenship_status,mem_occupation,mem_educational_qualification,mem_acc_no,mem_permanent_address_line1,mem_permanent_address_line2,mem_permanent_city,mem_permanent_landmark,mem_permanent_state,mem_permanent_country,mem_permanent_pin_code,mem_communication_address_line1,mem_communication_address_line2,mem_communication_city,mem_communication_landmark,mem_communication_state,mem_communication_country,mem_communication_pin_code,mem_telephone_type_1,mem_telephone_number_1,mem_telephone_type_2,mem_telephone_number_2,mem_email_1,mem_email_2,mem_update_date,RUN_TIME_DATE,CUT_OFF_DATE,POL_ACTV_CNT_YR_1,POL_ACTV_CNT_YR_2,POL_ACTV_CNT_YR_3,POL_REN_CNT_YR_1,POL_REN_CNT_YR_2,POL_REN_CNT_YR_3,POL_NB_CNT_YR_1,POL_NB_CNT_YR_2,POL_NB_CNT_YR_3,SUM_INSURED_YR_1,SUM_INSURED_YR_2,SUM_INSURED_YR_3,PREMIUM_AMT_YR_1,PREMIUM_AMT_YR_2,PREMIUM_AMT_YR_3,CLAIM_CNT_YR_1,CLAIM_CNT_YR_2,CLAIM_CNT_YR_3,CLAIM_CASHLESS_CNT_YR_1,CLAIM_CASHLESS_CNT_YR_2,CLAIM_CASHLESS_CNT_YR_3,CLAIM_REIM_CNT_YR_1,CLAIM_REIM_CNT_YR_2,CLAIM_REIM_CNT_YR_3,CLAIM_AMT_YR_1,CLAIM_AMT_YR_2,CLAIM_AMT_YR_3,APPR_AMT_YR_1,APPR_AMT_YR_2,APPR_AMT_YR_3
MEM-10588,I,Jackson,Amaira,Bhatia,Jackson Bhatia,1963-10-30,,M,Single,Indian,VOTER-D793441,Resident,Retired,HSC,ACC_962747533962,64/76- Yadav Marg,Sehgal Zila,Moradabad,,Kerala,India,483185,165 Garg Road,Balay Street,Nagpur,Behind Mall,Arunachal Pradesh,India,718086,Mobile,98822989079,Office,,jackson64@gmail.com,,2025-04-13,2025-10-27,2025-10-27,2,1,0,2,0,0,0,1,0,788864.66,414980.48,0.0,12404.060000000001,11638.5,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-10589,I,Urvi,,Nair,Urvi Nair,1977-06-03,,F,Single,Indian,UID-638357093841,Resident,Business,POST_GRAD,ACC_553471120178,H.No. 318 Sunder,Verma Street,Kota,,Telangana,India,981450,H.No. 102- Lanka Zila,Sundaram Circle,Firozabad,Near School,Rajasthan,India,301532,Mobile,99468697197,,97510187794.0,urvi22@rediffmail.com,,2025-09-28,2025-10-27,2025-10-27,3,1,0,3,0,0,0,0,0,1857977.8,415703.16,0.0,20943.89,16310.59,0.0,2,0,0,1,0,0,1,0,0,120742.23999999999,0.0,0.0,118921.69,0.0,0.0
MEM-10590,I,Hredhaan,Vrinda,Raghavan,Hredhaan Raghavan,1997-08-02,,M,Single,Indian,UID-831583673315,Resident,Salaried,GRADUATE,ACC_543578952585,414 Buch Road,Ganguly Chowk,Bettiah,,Punjab,India,408698,25/12 Ranganathan Path,Sampath Road,Hajipur,Near School,Tamil Nadu,India,969526,Mobile,97296428948,Home,,hredhaan22@hotmail.com,,2025-04-08,2025-10-27,2025-10-27,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-10591,B,Tejas,Lavanya,Baral,Tejas Baral,1974-10-30,,M,Widowed,Indian,VOTER-E943516,Resident,Retired,HSC,ACC_711747238530,H.No. 164 Desai Zila,Devi Nagar,Coimbatore,,Sikkim,India,166051,H.No. 097 Kumer Ganj,Chaudhary Nagar,Gopalpur,Behind Mall,Rajasthan,India,79527,Mobile,97574449604,Office,,tejas40@gmail.com,,2025-01-02,2025-10-27,2025-10-27,0,1,0,0,0,0,0,0,0,0.0,624401.44,0.0,0.0,19577.19,0.0,0,1,0,0,0,0,0,1,0,0.0,59588.35,0.0,0.0,58834.83,0.0
MEM-10592,I,Yashasvi,Zansi,Khanna,Yashasvi Khanna,1968-10-21,,F,Widowed,Indian,UID-232010236570,Resident,Retired,SSC,ACC_847169093199,74 Behl Nagar,Choudhry Chowk,Ongole,,Karnataka,India,276136,27/15 Uppal Circle,Bava Zila,Serampore,Next to Bank,Rajasthan,India,315359,Mobile,99878882483,Office,,yashasvi32@gmail.com,,2025-06-14,2025-10-27,2025-10-27,3,0,0,3,0,0,1,0,0,1372747.1600000001,0.0,0.0,28281.38,0.0,0.0,3,0,0,1,0,0,2,0,0,50888.270000000004,0.0,0.0,47577.32,0.0,0.0
MEM-10593,I,Jyoti,William,Morar,Jyoti Morar,1995-10-09,2023-04-05,F,Married,Indian,VOTER-A842749,Resident,Business,POST_GRAD,ACC_156550417856,069- Chawla Nagar,Narain Ganj,Madhyamgram,,Uttar Pradesh,India,362825,15/665- Bala Circle,Gandhi Zila,Tiruvottiyur,Near School,Goa,India,905711,Mobile,98149630612,,97135754855.0,jyoti80@yahoo.com,,2025-01-02,2025-10-27,2025-10-27,1,0,0,1,0,0,0,0,0,429437.36,0.0,0.0,7500.88,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-10594,I,Aarna,Banjeet,Kala,Aarna Kala,1995-06-15,,F,Married,Indian,AADHAR-2040-2907-1348,Resident,Salaried,POST_GRAD,ACC_934160943511,H.No. 951 Radhakrishnan Path,Sane Chowk,Katni,Opposite Park,Tripura,India,306154,656 Mistry,Venkatesh Circle,Haridwar,Behind Mall,Chhattisgarh,India,746795,Mobile,97894041027,Office,,aarna20@gmail.com,,2024-11-12,2025-10-27,2025-10-27,1,0,0,1,0,0,1,0,0,359606.08,0.0,0.0,14559.4,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-10595,I,Yashica,,Baria,Yashica Baria,1998-04-20,,F,Married,Indian,VOTER-B762945,Resident,Salaried,HSC,ACC_946655944273,32- Sami Ganj,Raman,Tiruvottiyur,Opposite Park,Tripura,India,855948,H.No. 29 Choudhry Ganj,Raja Zila,Saharanpur,Near School,Meghalaya,India,600258,Mobile,97274271136,,97097573849.0,yashica63@yahoo.com,,2024-12-07,2025-10-27,2025-10-27,0,1,0,0,0,0,0,1,0,0.0,359474.67,0.0,0.0,14002.23,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-10596,I,Keya,,Hora,Keya Hora,2003-06-12,,F,Divorced,Indian,UID-274913312410,Foreigner,Business,GRADUATE,ACC_811247768340,30/21 Dass Chowk,Khanna Chowk,Bareilly,,Chhattisgarh,India,25281,21- Raju Road,Krishna Chowk,Chinsurah,Next to Bank,Meghalaya,India,94717,Mobile,97932102263,,98668709638.0,keya54@gmail.com,,2024-12-22,2025-10-27,2025-10-27,2,0,0,2,0,0,0,0,0,805300.98,0.0,0.0,12960.52,0.0,0.0,8,0,0,3,0,0,5,0,0,598694.38,0.0,0.0,299364.5,0.0,0.0
MEM-10597,I,Praneel,,Shankar,Praneel Shankar,1984-02-10,2023-04-02,M,Unknown,Indian,VOTER-D518497,Resident,Salaried,GRADUATE,ACC_878462803439,30/216 Sethi,Oak,Navi Mumbai,,Odisha,India,906824,700- Gokhale Nagar,Dhawan Marg,Amroha,Behind Mall,Goa,India,917549,Mobile,99805006822,Office,,praneel31@outlook.co.in,,2025-10-15,2025-10-27,2025-10-27,3,0,0,3,0,0,1,0,0,2113028.91,0.0,0.0,14072.65,0.0,0.0,5,0,0,4,0,0,1,0,0,167017.46000000002,0.0,0.0,161801.12,0.0,0.0
MEM-10598,I,Pranav,,Sabharwal,Pranav Sabharwal,1976-05-23,,M,Widowed,Indian,AADHAR-3482-8561-1074,Resident,Business,UNKNOWN,ACC_968042467691,18/744- Balasubramanian Road,Gopal Zila,Jamnagar,Next to Temple,Tripura,India,22517,83/364- Chander Marg,Sama Zila,Phusro,,Gujarat,India,848384,Mobile,98832095029,Home,99626870398.0,pranav22@hotmail.com,,2024-11-24,2025-10-27,2025-10-27,1,0,0,1,0,0,1,0,0,567433.24,0.0,0.0,27155.17,0.0,0.0,1,0,0,0,0,0,1,0,0,32009.55,0.0,0.0,28055.85,0.0,0.0
MEM-10599,B,Gauri,,Kumar,Gauri Kumar,1985-10-16,,F,Divorced,Indian,VOTER-C794145,Resident,Business,GRADUATE,ACC_394952062693,193- Gola Zila,Sandal,Satna,,Madhya Pradesh,India,15885,19/35- Puri Nagar,Chand Marg,Pimpri-Chinchwad,Behind Mall,Jharkhand,India,971158,Mobile,97677192534,Home,98488013358.0,gauri12@gmail.com,,2025-03-20,2025-10-27,2025-10-27,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-10600,I,Vinaya,,Kanda,Vinaya Kanda,1990-02-15,,F,Married,Indian,UID-579136323456,Resident,Professional,GRADUATE,ACC_378464998865,21- Suresh Marg,Saxena Street,Phagwara,Near Metro Station,Jharkhand,India,727999,546 Deep Road,Bakshi Nagar,Kulti,Behind Mall,Uttarakhand,India,42597,Mobile,99182128544,Office,,vinaya97@outlook.co.in,,2025-07-06,2025-10-27,2025-10-27,1,1,0,1,0,0,0,0,0,327536.4,374566.63,0.0,15506.38,7631.57,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-10601,I,Charan,Jason,Chokshi,Charan Chokshi,1992-12-26,,M,Married,Indian,VOTER-C823996,Resident,Professional,SSC,ACC_565352500119,16 Biswas Marg,Babu Nagar,Tiruvottiyur,Near Metro Station,Goa,India,621465,05/560- Keer Path,Ratti Street,Bulandshahr,Behind Mall,Assam,India,336202,Mobile,99359517458,Home,,charan17@rediffmail.com,,2025-07-11,2025-10-27,2025-10-27,2,0,0,2,0,0,0,0,0,1171775.1,0.0,0.0,11746.060000000001,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-10602,I,Jalsa,Vanya,Loyal,Jalsa Loyal,1994-02-05,,F,Widowed,Indian,AADHAR-2721-4755-2744,Resident,Business,SSC,ACC_081807416769,H.No. 66- Karan Nagar,Doctor Nagar,Fatehpur,Next to Temple,Assam,India,885944,194- Tiwari Marg,Hayer Circle,Kolkata,Near School,Madhya Pradesh,India,306783,Mobile,98275859455,Home,,jalsa44@outlook.co.in,,2025-09-12,2025-10-27,2025-10-27,1,0,0,1,0,0,1,0,0,697530.63,0.0,0.0,3343.41,0.0,0.0,1,0,0,0,0,0,1,0,0,91118.12,0.0,0.0,79495.14,0.0,0.0
MEM-10603,I,Gaurav,Omkaar,Tella,Gaurav Tella,1976-01-04,,M,Divorced,Indian,VOTER-B286669,Resident,Salaried,SSC,ACC_473791902496,933- Kashyap Street,Gala Street,Purnia,Near Metro Station,Gujarat,India,635311,289- Soman Marg,Nair,Gwalior,,Manipur,India,788094,Mobile,99615815475,Office,,gaurav78@live.com,,2025-10-20,2025-10-27,2025-10-27,2,1,0,2,0,0,1,0,0,1269563.6,758435.97,0.0,41576.85,23933.81,0.0,2,0,0,0,0,0,2,0,0,95429.1,0.0,0.0,82873.39,0.0,0.0
MEM-10604,I,Teerth,Vedika,Bhalla,Teerth Bhalla,1966-01-17,,M,Unknown,Indian,UID-431282717489,Resident,Retired,GRADUATE,ACC_375420241222,83/778 More Marg,Prashad Circle,Hindupur,,Manipur,India,143970,58- Bansal Marg,Misra Zila,Nagercoil,Behind Mall,Tamil Nadu,India,786183,Mobile,98793980256,Home,,teerth46@gmail.com,kashvi18@example.com,2024-12-29,2025-10-27,2025-10-27,3,0,0,3,0,0,1,0,0,2347229.5300000003,0.0,0.0,73323.32,0.0,0.0,2,0,0,0,0,0,2,0,0,635869.44,0.0,0.0,57753.98,0.0,0.0
MEM-10605,I,Gautam,Yashoda,Chaudhari,Gautam Chaudhari,2001-09-02,,M,Single,Indian,AADHAR-7086-8531-7612,Resident,Professional,HSC,ACC_625810217757,H.No. 96 Uppal,Sha Street,Patna,Near Metro Station,Maharashtra,India,511411,47/53- Baria Chowk,Sunder Marg,Nandyal,Near School,Tripura,India,917229,Mobile,97807009023,,99624832610.0,gautam92@yahoo.com,aadhya02@example.com,2025-02-18,2025-10-27,2025-10-27,3,0,0,3,0,0,1,0,0,1955264.6700000002,0.0,0.0,55598.47,0.0,0.0,2,0,0,1,0,0,1,0,0,103099.41,0.0,0.0,98003.73999999999,0.0,0.0
MEM-10606,I,Bhavya,Charita,Verma,Bhavya Verma,1992-04-16,,F,Divorced,Indian,VOTER-C845520,Resident,Professional,GRADUATE,ACC_432733211593,27/158 Koshy Nagar,Oommen Street,Chandigarh,Opposite Park,Telangana,India,39070,12/08 Dua,Dube Zila,Proddatur,Near School,Uttarakhand,India,561479,Mobile,97381340392,Office,,bhavya62@hotmail.com,,2025-07-30,2025-10-27,2025-10-27,1,1,0,1,0,0,0,1,0,644493.08,475821.67,0.0,14002.45,16857.07,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-10607,I,Tara,Isaiah,Mani,Tara Mani,1972-10-05,,F,Single,Indian,UID-114597477288,Resident,Retired,POST_GRAD,ACC_581015484,411 Bala,Chauhan Nagar,Kavali,,Chhattisgarh,India,506060,28/00 Hora Street,Dasgupta Street,Nizamabad,Near School,Arunachal Pradesh,India,132677,Mobile,8063004226,Office,,tara23@rediffmail.com,,2025-07-17,2025-10-27,2025-10-27,3,0,0,3,0,0,2,0,0,1210964.42,0.0,0.0,21442.93,0.0,0.0,11,0,0,2,0,0,9,0,0,434986.20999999996,0.0,0.0,395506.77,0.0,0.0
MEM-10608,I,Fiyaz,Bimala,Sama,Fiyaz Sama,1979-11-05,,M,Unknown,Indian,UID-114972260260,Resident,Salaried,HSC,ACC_817417583143,H.No. 925- Banik Road,Joshi Path,Bathinda,,Goa,India,192276,93/65 Pandit Path,Iyengar Marg,Jamshedpur,Behind Mall,Madhya Pradesh,India,285702,Mobile,99717254496,Home,98834934206.0,fiyaz24@rediffmail.com,bassigirindra@example.com,2025-09-21,2025-10-27,2025-10-27,1,1,0,1,0,0,0,1,0,403512.94,734445.74,0.0,4088.36,13039.9,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-10609,I,Kevin,Madhavi,Narayan,Kevin Narayan,1992-08-13,,M,Married,Indian,VOTER-B237730,Resident,Salaried,HSC,ACC_006921239873,H.No. 30 Handa Zila,Mani Marg,Farrukhabad,Opposite Park,Tamil Nadu,India,240931,23/49 Dhawan Chowk,Balasubramanian Path,Kottayam,Near School,Maharashtra,India,343437,Mobile,99703793632,Office,,kevin46@live.com,,2024-12-26,2025-10-27,2025-10-27,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-10610,I,Reyansh,,Seth,Reyansh Seth,1990-07-29,2024-02-14,M,Single,Indian,VOTER-B717621,Resident,Professional,GRADUATE,ACC_926828037291,H.No. 987 Mital Circle,Gupta Street,Gorakhpur,Opposite Park,Madhya Pradesh,India,758980,H.No. 44 Goda Chowk,Barad Nagar,Phusro,Next to Bank,Tamil Nadu,India,321480,Mobile,99823365551,Office,98916468837.0,reyansh32@live.com,,2025-05-16,2025-10-27,2025-10-27,2,0,0,2,0,0,1,0,0,945599.48,0.0,0.0,27988.96,0.0,0.0,3,0,0,1,0,0,2,0,0,528682.03,0.0,0.0,152413.74,0.0,0.0
MEM-10611,I,Garima,Gaurika,Dhaliwal,Garima Dhaliwal,1977-10-17,,F,Single,Indian,UID-223073831294,Resident,Business,POST_GRAD,ACC_414996908523,94/06 Bhasin,Bahl Nagar,Srikakulam,,Gujarat,India,482818,421 Morar Road,Sandal Ganj,Nagaon,Behind Mall,Chhattisgarh,India,118016,Mobile,98812315886,Office,,garima52@rediffmail.com,somryan@example.net,2024-12-29,2025-10-27,2025-10-27,1,0,0,1,0,0,1,0,0,585595.45,0.0,0.0,5420.83,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-10612,I,Samar,,Bhavsar,Samar Bhavsar,1986-12-10,,M,Unknown,Indian,AADHAR-4514-8830-3432,Resident,Professional,GRADUATE,ACC_671045177273,H.No. 12- Soni Path,Majumdar Circle,Tumkur,,Arunachal Pradesh,India,642555,734 Kara Circle,Goda Circle,Raurkela Industrial Township,Near School,Maharashtra,India,175549,Mobile,99138099374,Office,,samar57@hotmail.com,kkala@example.net,2024-11-08,2025-10-27,2025-10-27,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-10613,I,Rachita,Nidhi,Mishra,Rachita Mishra,1995-05-09,,F,Widowed,Indian,AADHAR-7100-5635-7522,Resident,Professional,SSC,ACC_824102358750,72- Salvi Road,Sani Street,Amritsar,Next to Temple,Goa,India,158278,82/25- Warrior Street,Naik Path,Gudivada,Near School,Chhattisgarh,India,233419,Mobile,98688692084,,99228402513.0,rachita35@gmail.com,,2024-12-08,2025-10-27,2025-10-27,1,0,0,1,0,0,1,0,0,507071.03,0.0,0.0,13253.39,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-10614,I,Yauvani,Amaira,Aurora,Yauvani Aurora,2004-09-30,,F,Single,Indian,VOTER-A204575,NRI,Salaried,HSC,ACC_887083659612,58/831- Oza,Din Zila,Thane,Opposite Park,Uttar Pradesh,India,474372,837- Cheema Path,Bobal Chowk,Gwalior,,Tripura,India,637549,Mobile,97652829106,Home,,yauvani33@hotmail.com,,2024-12-07,2025-10-27,2025-10-27,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-10615,I,Dalaja,,Bumb,Dalaja Bumb,1975-08-20,2025-03-02,F,Unknown,Indian,UID-141124663793,Resident,Retired,SSC,ACC_637608747208,H.No. 61- Manne Circle,Datta Road,Kulti,Opposite Park,Assam,India,202395,H.No. 06- Apte Road,Handa Path,Nizamabad,Behind Mall,Meghalaya,India,862728,Mobile,99925770678,,99138232892.0,dalaja50@yahoo.com,,2025-05-07,2025-10-27,2025-10-27,1,1,0,1,0,0,1,0,0,741252.24,645895.09,0.0,31094.55,17749.08,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-10616,I,Nachiket,,Palla,Nachiket Palla,1992-08-12,,M,Married,Indian,AADHAR-9908-6424-3474,Foreigner,Salaried,UNKNOWN,ACC_815222534434,51/15 Dutta Road,Sama Chowk,Bhilwara,Opposite Park,Maharashtra,India,874686,060- Magar Road,Sem Marg,Kollam,,Tripura,India,286613,Mobile,99529941722,Home,,nachiket63@outlook.co.in,,2025-09-08,2025-10-27,2025-10-27,2,2,0,2,0,0,0,1,0,1185200.56,505447.86,0.0,30668.71,26116.82,0.0,1,0,0,1,0,0,0,0,0,64771.74,0.0,0.0,55043.41,0.0,0.0
MEM-10617,I,Faras,Harrison,Sarna,Faras Sarna,1982-02-09,,M,Widowed,Indian,AADHAR-1281-6855-1301,Foreigner,Professional,POST_GRAD,ACC_093747631786,84 Manda Marg,Chaudry Ganj,Thoothukudi,Next to Temple,Jharkhand,India,915942,H.No. 579 Dhar Road,Narasimhan Ganj,Ratlam,Next to Bank,Andhra Pradesh,India,613933,Mobile,98865204288,,99215924015.0,faras41@hotmail.com,,2025-05-16,2025-10-27,2025-10-27,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-10618,B,Jagvi,,Kibe,Jagvi Kibe,1980-10-21,,F,Unknown,Indian,UID-841439595305,Resident,Salaried,SSC,ACC_660761488487,32/44- Maharaj Path,More Circle,Sambalpur,Opposite Park,Andhra Pradesh,India,795169,62/17- Krishnan Nagar,Vig Nagar,Shimoga,Near School,Tripura,India,518909,Mobile,99090890991,Office,,jagvi15@gmail.com,pchakrabarti@example.net,2025-09-08,2025-10-27,2025-10-27,3,0,0,3,0,0,1,0,0,2301873.98,0.0,0.0,51429.53999999999,0.0,0.0,3,0,0,2,0,0,1,0,0,142215.99,0.0,0.0,146514.41,0.0,0.0
MEM-10619,B,Chaitanya,Vihaan,Arora,Chaitanya Arora,1970-01-31,,M,Widowed,Indian,UID-914362830979,Resident,Retired,GRADUATE,ACC_991292289214,80/55 Lall Marg,Kata Zila,Pimpri-Chinchwad,Next to Temple,Haryana,India,474188,H.No. 59 Nadkarni Ganj,Salvi,Junagadh,Behind Mall,Uttarakhand,India,429840,Mobile,97757843733,,,chaitanya99@hotmail.com,,2025-10-25,2025-10-27,2025-10-27,2,0,0,2,0,0,0,0,0,1097794.72,0.0,0.0,22126.91,0.0,0.0,1,0,0,0,0,0,1,0,0,46718.8,0.0,0.0,46927.32,0.0,0.0
MEM-10620,I,Niharika,,Varma,Niharika Varma,1994-01-13,,F,Married,Indian,AADHAR-6024-8071-7348,Resident,Professional,HSC,ACC_415668786970,H.No. 062- Natarajan Road,Nayak Nagar,Ghaziabad,,Kerala,India,758727,78/19- Dash Road,Hari Ganj,Nanded,Next to Bank,Uttarakhand,India,261246,Mobile,97298918421,,,niharika49@live.com,,2025-10-07,2025-10-27,2025-10-27,2,0,0,2,0,0,2,0,0,1143412.22,0.0,0.0,43927.3,0.0,0.0,5,0,0,1,0,0,4,0,0,311990.12,0.0,0.0,292975.30000000005,0.0,0.0
MEM-10621,I,Maanav,Dalaja,Mukhopadhyay,Maanav Mukhopadhyay,1971-03-16,2024-01-07,M,Unknown,Indian,UID-684734560357,Resident,Retired,POST_GRAD,ACC_093922608771,H.No. 159- Sarna Street,Parmar Chowk,Kavali,Near Metro Station,Haryana,India,93244,40/90 Thakkar Street,Jain Nagar,Kadapa,Near School,Gujarat,India,863716,Mobile,97283183714,Home,98535418578.0,maanav78@yahoo.com,,2025-04-08,2025-10-27,2025-10-27,1,0,0,1,0,0,1,0,0,541397.95,0.0,0.0,2073.1,0.0,0.0,1,0,0,1,0,0,0,0,0,57029.84,0.0,0.0,52123.17,0.0,0.0
MEM-10622,I,Ishanvi,Tanay,Murty,Ishanvi Murty,1998-05-28,,F,Unknown,Indian,VOTER-E662947,Resident,Salaried,HSC,ACC_424901952649,67/097 Thakkar Chowk,Murthy Ganj,Guntur,Next to Temple,Sikkim,India,75655,27/09- Jain Nagar,Oak Ganj,Deoghar,Next to Bank,Odisha,India,770892,Mobile,97421055723,Office,99854949613.0,ishanvi24@gmail.com,,2025-06-30,2025-10-27,2025-10-27,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-10623,I,Oviya,Vasudha,Tripathi,Oviya Tripathi,1993-05-18,,F,Divorced,Indian,VOTER-D339142,Resident,Business,UNKNOWN,ACC_836888938304,H.No. 300- Choudhary Path,Kapoor Zila,Guntur,,Andhra Pradesh,India,187556,29- Chad Marg,Soni Marg,Kollam,Behind Mall,Karnataka,India,51203,Mobile,97657003650,,,oviya86@live.com,,2025-10-19,2025-10-27,2025-10-27,1,1,0,1,0,0,1,1,0,566232.18,444641.89,0.0,17961.77,14195.23,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-10624,I,Jhalak,,Saha,Jhalak Saha,1982-11-04,,F,Divorced,Indian,UID-298561130915,Resident,Business,GRADUATE,ACC_677983274146,95/19- Sinha Ganj,Raju Circle,Haldia,Next to Temple,Madhya Pradesh,India,786864,46- Lad Zila,Grewal Road,Yamunanagar,,Andhra Pradesh,India,387541,Mobile,99550246634,Home,99110427744.0,jhalak24@outlook.co.in,shethavni@example.com,2025-10-17,2025-10-27,2025-10-27,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-10625,I,Yochana,Ekalinga,Vohra,Yochana Vohra,1987-07-25,,F,Married,Indian,AADHAR-9920-3139-4595,Resident,Professional,UNKNOWN,ACC_620777270872,H.No. 79- Gandhi Path,Prashad,Tadipatri,,Chhattisgarh,India,359212,73- Patla Chowk,Parsa,Bahraich,,Madhya Pradesh,India,32020,Mobile,98375598089,,97737509597.0,yochana61@yahoo.com,,2025-02-18,2025-10-27,2025-10-27,1,0,0,1,0,0,1,0,0,550706.28,0.0,0.0,15981.41,0.0,0.0,1,0,0,0,0,0,1,0,0,40443.77,0.0,0.0,34393.46,0.0,0.0
MEM-10626,I,Advay,Nidra,Bhatnagar,Advay Bhatnagar,1973-11-04,,M,Unknown,Indian,UID-750378257596,Resident,Retired,HSC,ACC_248154054575,H.No. 789 Sood Path,Narasimhan Ganj,Ramgarh,Opposite Park,Tamil Nadu,India,392293,H.No. 46- Hora Ganj,Soman,Nellore,Behind Mall,Kerala,India,380679,Mobile,99122819534,,98271019594.0,advay61@hotmail.com,,2025-04-24,2025-10-27,2025-10-27,1,0,0,1,0,0,1,0,0,425605.59,0.0,0.0,11077.56,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-10627,B,Hemangini,Mugdha,Apte,Hemangini Apte,1991-01-25,,F,Married,Indian,UID-221222245790,Resident,Salaried,HSC,ACC_564316328788,H.No. 03- Devan Path,Buch Road,Nellore,Opposite Park,Gujarat,India,48189,H.No. 735- Vasa Circle,Seth Nagar,Guna,Near School,Himachal Pradesh,India,185968,Mobile,99329993300,Home,,hemangini11@outlook.co.in,uppalijaya@example.net,2025-02-20,2025-10-27,2025-10-27,1,1,0,1,0,0,0,1,0,324998.35,619392.87,0.0,2768.59,26149.07,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-10628,I,Aachal,Ati,Andra,Aachal Andra,1981-10-21,,F,Married,Indian,VOTER-C138712,Resident,Business,GRADUATE,ACC_492430743157,56/138 Hegde Zila,Magar Circle,Bardhaman,,Nagaland,India,108478,759- Loke Chowk,Sunder Nagar,Udaipur,Next to Bank,Nagaland,India,641557,Mobile,99772320440,Office,,aachal15@live.com,,2025-03-06,2025-10-27,2025-10-27,1,1,0,1,0,0,1,0,0,504900.85,206718.77,0.0,2178.94,7359.69,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-10629,I,Ekavir,Lopa,Saran,Ekavir Saran,1997-02-28,,M,Widowed,Indian,AADHAR-7533-2022-9198,Foreigner,Professional,UNKNOWN,ACC_196512700142,59/79- Nazareth,Deshmukh Zila,Panihati,Next to Temple,Sikkim,India,510790,22/659- Sharaf Street,Bhagat Path,Gandhinagar,,Andhra Pradesh,India,788161,Mobile,99853383996,,98097873868.0,ekavir96@hotmail.com,,2024-11-15,2025-10-27,2025-10-27,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
